,page,/find-a-job,/universal-credit,/government/collections/financial-support-for-businesses-during-coronavirus-covid-19,max,median,mean,min
0,/find-a-job,1.0000001,0.9959571,0.99635506,1.0000001,0.99635506,0.9974374,0.9959571
1,/government/collections/financial-support-for-businesses-during-coronavirus-covid-19,0.99635494,0.9992613,0.99999994,0.99999994,0.9992613,0.99853873,0.99635494
2,/universal-credit,0.9959571,0.9999999,0.99926144,0.9999999,0.99926144,0.9984061,0.9959571
3,/new-state-pension,0.99626374,0.9999434,0.9992529,0.9999434,0.9992529,0.9984867,0.99626374
4,/contact-pension-service,0.99536705,0.99994016,0.9988839,0.99994016,0.9988839,0.99806374,0.99536705
5,/benefits-calculators,0.9966092,0.99993026,0.99932563,0.99993026,0.99932563,0.9986217,0.9966092
6,/criminal-record-check-documents,0.9960604,0.9999276,0.99906784,0.9999276,0.99906784,0.9983519,0.9960604
7,/prove-right-to-work,0.99987066,0.9963629,0.99671066,0.99987066,0.99671066,0.99764806,0.9963629
8,/apply-apprenticeship,0.99986506,0.9948966,0.99502045,0.99986506,0.99502045,0.996594,0.9948966
9,/jobseekers-allowance/apply-new-style-jsa,0.9960886,0.99985194,0.9990175,0.99985194,0.9990175,0.9983193,0.9960886
10,/1619-bursary-fund,0.9952432,0.9998417,0.99910027,0.9998417,0.99910027,0.9980617,0.9952432
11,/new-state-pension/your-national-insurance-record-and-your-state-pension,0.9962083,0.99933136,0.99983394,0.99983394,0.99933136,0.9984579,0.9962083
12,/british-citizenship,0.9948513,0.99982756,0.9989468,0.99982756,0.9989468,0.9978752,0.9948513
13,/government/organisations/department-for-work-pensions,0.9998246,0.9971019,0.99739444,0.9998246,0.99739444,0.99810696,0.9971019
14,/browse/tax/income-tax,0.99470764,0.9998056,0.9987254,0.9998056,0.9987254,0.9977462,0.99470764
15,/universal-credit/eligibility,0.99429315,0.9997881,0.9987235,0.9997881,0.9987235,0.99760157,0.99429315
16,/reasonable-adjustments-for-disabled-workers,0.9958662,0.99978083,0.9986577,0.99978083,0.9986577,0.99810153,0.9958662
17,/jobseekers-allowance/eligibility,0.9958676,0.99977666,0.998507,0.99977666,0.998507,0.99805045,0.9958676
18,/browse/tax/national-insurance,0.9969152,0.9997723,0.99924123,0.9997723,0.99924123,0.9986429,0.9969152
19,/browse/employing-people/contracts,0.99731076,0.99976015,0.99958974,0.99976015,0.99958974,0.9988869,0.99731076
20,/check-national-insurance-record,0.9971322,0.9997567,0.99920464,0.9997567,0.99920464,0.9986978,0.9971322
21,/browse/benefits/manage-your-benefit,0.99673533,0.9997509,0.99862486,0.9997509,0.99862486,0.99837035,0.99673533
22,/employing-an-apprentice,0.99417835,0.99974024,0.9985831,0.99974024,0.9985831,0.9975006,0.99417835
23,/national-minimum-wage-rates,0.9997254,0.99672824,0.9971337,0.9997254,0.9971337,0.9978624,0.99672824
24,/new-state-pension/how-its-calculated,0.99521595,0.99863136,0.9997231,0.9997231,0.99863136,0.9978568,0.99521595
25,/view-prove-immigration-status,0.9969924,0.9997225,0.99854296,0.9997225,0.99854296,0.9984193,0.9969924
26,/legal-right-work-uk,0.9945858,0.99970245,0.9989489,0.99970245,0.9989489,0.9977457,0.9945858
27,/contact-hmrc,0.9952469,0.99970233,0.9988103,0.99970233,0.9988103,0.99791986,0.9952469
28,/browse/visas-immigration,0.9958463,0.99970007,0.9984062,0.99970007,0.9984062,0.9979842,0.9958463
29,/new-state-pension/what-youll-get,0.99748045,0.9989496,0.999696,0.999696,0.9989496,0.9987087,0.99748045
30,/browse/working/workplace-personal-pensions,0.9942764,0.99968827,0.9982815,0.99968827,0.9982815,0.99741536,0.9942764
31,/government/publications/right-to-work-checks-employers-guide,0.9977603,0.99866873,0.99968034,0.99968034,0.99866873,0.99870306,0.9977603
32,/check-income-tax-current-year,0.9946547,0.99863076,0.99967754,0.99967754,0.99863076,0.99765426,0.9946547
33,/student-finance,0.9969558,0.9992714,0.9996718,0.9996718,0.9992714,0.9986331,0.9969558
34,/carers-allowance,0.99424595,0.99967074,0.99821234,0.99967074,0.99821234,0.9973764,0.99424595
35,/settled-status-eu-citizens-families/applying-for-settled-status,0.9967299,0.9985683,0.99967027,0.99967027,0.9985683,0.9983228,0.9967299
36,/browse/working,0.9996635,0.99420655,0.9947259,0.9996635,0.9947259,0.99619865,0.99420655
37,/contact-jobcentre-plus,0.9996634,0.997506,0.9975741,0.9996634,0.9975741,0.99824786,0.997506
38,/find-traineeship,0.9960274,0.9996513,0.99836934,0.9996513,0.99836934,0.99801606,0.9960274
39,/browse/working/tax-minimum-wage,0.99446774,0.9996467,0.99836385,0.9996467,0.99836385,0.9974928,0.99446774
40,/access-to-work,0.99660754,0.99964154,0.9986415,0.99964154,0.9986415,0.9982969,0.99660754
41,/settled-status-eu-citizens-families,0.9965838,0.9996382,0.9984535,0.9996382,0.9984535,0.9982252,0.9965838
42,/know-when-you-can-leave-school,0.9954599,0.99963737,0.99851173,0.99963737,0.99851173,0.9978697,0.9954599
43,/browse/driving,0.994783,0.9996314,0.9980799,0.9996314,0.9980799,0.99749804,0.994783
44,/browse/education/find-course,0.99771684,0.99962914,0.9989061,0.99962914,0.9989061,0.9987507,0.99771684
45,/topic/dealing-with-hmrc/paying-hmrc,0.99961156,0.994776,0.99573064,0.99961156,0.99573064,0.99670607,0.994776
46,/government/organisations/uk-visas-and-immigration,0.9996099,0.9967462,0.9962763,0.9996099,0.9967462,0.9975441,0.9962763
47,/browse/disabilities/work,0.9947347,0.9995976,0.999314,0.9995976,0.999314,0.9978821,0.9947347
48,/request-copy-criminal-record,0.9995841,0.9942146,0.9942088,0.9995841,0.9942146,0.9960025,0.9942088
49,/criminal-record-checks-apply-role,0.998179,0.9993603,0.99957794,0.99957794,0.9993603,0.9990391,0.998179
50,/browse/visas-immigration/settle-in-the-uk,0.993909,0.99956423,0.9987293,0.99956423,0.9987293,0.9974008,0.993909
51,/government/organisations,0.9995585,0.9929574,0.9938682,0.9995585,0.9938682,0.9954614,0.9929574
52,/how-to-claim-new-style-jsa,0.9957993,0.9995445,0.99942017,0.9995445,0.99942017,0.9982546,0.9957993
53,/browse/education,0.9995414,0.9945386,0.99535406,0.9995414,0.99535406,0.9964781,0.9945386
54,/browse/employing-people,0.998062,0.99952495,0.99921316,0.99952495,0.99921316,0.9989334,0.998062
55,/browse/working/contract-working-hours,0.9977799,0.99951464,0.9985979,0.99951464,0.9985979,0.9986308,0.9977799
56,/career-skills-and-training,0.999514,0.9977825,0.9974973,0.999514,0.9977825,0.9982646,0.9974973
57,/settled-status-eu-citizens-families/what-settled-and-presettled-status-means,0.99527377,0.9992368,0.9994979,0.9994979,0.9992368,0.9980028,0.99527377
58,/government/publications/guidance-on-shielding-and-protecting-extremely-vulnerable-persons-from-covid-19/guidance-on-shielding-and-protecting-extremely-vulnerable-persons-from-covid-19,0.9933152,0.9985887,0.9994962,0.9994962,0.9985887,0.99713343,0.9933152
59,/national-insurance,0.9948105,0.99947965,0.9977653,0.99947965,0.9977653,0.9973518,0.9948105
60,/browse/benefits,0.99947083,0.9981357,0.9980082,0.99947083,0.9981357,0.99853826,0.9980082
61,/brexit,0.9994617,0.9958998,0.9965941,0.9994617,0.9965941,0.99731857,0.9958998
62,/guidance/track-a-dbs-application,0.99419045,0.99945533,0.9988357,0.99945533,0.9988357,0.9974938,0.99419045
63,/guidance/universal-credit-advances,0.9979341,0.9994502,0.99914175,0.9994502,0.99914175,0.998842,0.9979341
64,/jobseekers-allowance,0.9982369,0.9994454,0.99884975,0.9994454,0.99884975,0.99884397,0.9982369
65,/topic/further-education-skills/apprenticeships,0.9994397,0.9935447,0.994274,0.9994397,0.994274,0.9957528,0.9935447
66,/view-driving-licence,0.99943435,0.99577427,0.9963502,0.99943435,0.9963502,0.99718624,0.99577427
67,/topic/business-tax/paye,0.9974048,0.999434,0.9989816,0.999434,0.9989816,0.99860686,0.9974048
68,/grant-bursary-adult-learners,0.99942076,0.9941343,0.99439466,0.99942076,0.99439466,0.9959833,0.9941343
69,/contact-ukvi-inside-outside-uk,0.9982548,0.9994125,0.9992572,0.9994125,0.9992572,0.9989748,0.9982548
70,/browse/citizenship,0.9994104,0.997417,0.9980887,0.9994104,0.9980887,0.9983053,0.997417
71,/housing-benefit,0.99337864,0.99940944,0.99857545,0.99940944,0.99857545,0.99712116,0.99337864
72,/looking-for-work-if-disabled,0.9938336,0.99938625,0.9994058,0.9994058,0.99938625,0.9975419,0.9938336
73,/view-right-to-work,0.998008,0.99939555,0.99891627,0.99939555,0.99891627,0.9987733,0.998008
74,/self-assessment-tax-returns,0.99821264,0.9991949,0.9993879,0.9993879,0.9991949,0.9989318,0.99821264
75,/child-benefit,0.99765956,0.9982127,0.99937576,0.99937576,0.9982127,0.998416,0.99765956
76,/guidance/right-to-work-checks-employing-eu-eea-and-swiss-citizens,0.99492735,0.999368,0.99858737,0.999368,0.99858737,0.99762756,0.99492735
77,/state-pension-age,0.9982931,0.999367,0.99875045,0.999367,0.99875045,0.99880356,0.9982931
78,/moving-from-benefits-to-work/starting-your-own-business,0.99825054,0.99936634,0.9987096,0.99936634,0.9987096,0.9987755,0.99825054
79,/government/publications/national-insurance-get-your-national-insurance-number-in-writing-ca5403,0.99584496,0.99936,0.99869365,0.99936,0.99869365,0.99796623,0.99584496
80,/find-out-dbs-check,0.99371743,0.9993427,0.9984834,0.9993427,0.9984834,0.9971812,0.99371743
81,/student-finance-register-login,0.99742764,0.9993366,0.998212,0.9993366,0.998212,0.99832535,0.99742764
82,/topic/personal-tax/self-assessment,0.9938887,0.99933565,0.99843645,0.99933565,0.99843645,0.9972203,0.9938887
83,/learner-support,0.9932877,0.99932134,0.9987246,0.99932134,0.9987246,0.99711114,0.9932877
84,/apply-to-come-to-the-uk,0.9993166,0.99644506,0.99701786,0.9993166,0.99701786,0.99759316,0.99644506
85,/guidance/brexit-guidance-for-individuals-and-families,0.99801165,0.99930084,0.99905455,0.99930084,0.99905455,0.998789,0.99801165
86,/browse/working/rights-trade-unions,0.9981066,0.99928814,0.9983909,0.99928814,0.9983909,0.99859524,0.9981066
87,/guidance/dbs-check-requests-guidance-for-employers,0.9992871,0.9961191,0.9952646,0.9992871,0.9961191,0.99689025,0.9952646
88,/browse/housing-local-services/owning-renting-property,0.9992731,0.99688953,0.9979195,0.9992731,0.9979195,0.9980274,0.99688953
89,/browse/working/finding-job,0.9982328,0.99926823,0.99900246,0.99926823,0.99900246,0.99883443,0.9982328
90,/statutory-sick-pay,0.99232584,0.99925375,0.9976532,0.99925375,0.9976532,0.9964109,0.99232584
91,/coronavirus,0.9992454,0.9986311,0.9983795,0.9992454,0.9986311,0.99875206,0.9983795
92,/browse/births-deaths-marriages,0.99924093,0.99796575,0.99770004,0.99924093,0.99796575,0.9983022,0.99770004
93,/browse/visas-immigration/what-you-need-to-do,0.99351066,0.99881893,0.99922395,0.99922395,0.99881893,0.9971845,0.99351066
94,/skilled-worker-visa,0.9992233,0.9980452,0.9981222,0.9992233,0.9981222,0.9984636,0.9980452
95,/skilled-worker-visa/your-job,0.99254483,0.99920964,0.9974545,0.99920964,0.9974545,0.99640304,0.99254483
96,/settled-status-eu-citizens-families/eligibility,0.99760157,0.9989499,0.9992002,0.9992002,0.9989499,0.998584,0.99760157
97,/defence-and-armed-forces/armed-forces-covenant,0.9951481,0.9975027,0.99919635,0.99919635,0.9975027,0.9972823,0.9951481
98,/check-state-pension/sign-in/prove-identity,0.997955,0.9991963,0.9989376,0.9991963,0.9989376,0.9986963,0.997955
99,/pension-credit,0.9960722,0.998907,0.99919426,0.99919426,0.998907,0.99805784,0.9960722
100,/prove-right-to-rent,0.9978431,0.9985742,0.9991894,0.9991894,0.9985742,0.9985356,0.9978431
101,/apply-national-insurance-number,0.99874383,0.99864227,0.9991887,0.9991887,0.99874383,0.9988583,0.99864227
102,/contact-jobcentre-plus/new-benefit-claims,0.9920973,0.9991825,0.997849,0.9991825,0.997849,0.9963763,0.9920973
103,/check-state-pension,0.9985217,0.9991819,0.9989206,0.9991819,0.9989206,0.9988747,0.9985217
104,/state-pension,0.9991773,0.99441874,0.9949427,0.9991773,0.9949427,0.9961796,0.99441874
105,/universal-credit/what-youll-get,0.99248755,0.99917585,0.99735826,0.99917585,0.99735826,0.9963406,0.99248755
106,/log-in-register-hmrc-online-services,0.9987196,0.9990999,0.99916244,0.99916244,0.9990999,0.99899393,0.9987196
107,/dbs-update-service,0.9991616,0.99551594,0.9966496,0.9991616,0.9966496,0.9971091,0.99551594
108,/national-insurance-credits,0.9945495,0.9991533,0.9980253,0.9991533,0.9980253,0.99724275,0.9945495
109,/check-job-applicant-right-to-work,0.99915093,0.99786013,0.9986533,0.99915093,0.9986533,0.99855477,0.99786013
110,/personal-tax-account,0.9991473,0.99625564,0.9970892,0.9991473,0.9970892,0.9974974,0.99625564
111,/guidance/pay-apprenticeship-levy,0.9991456,0.99552345,0.9960765,0.9991456,0.9960765,0.99691516,0.99552345
112,/help,0.99703056,0.9991444,0.9977601,0.9991444,0.9977601,0.9979784,0.99703056
113,/government/publications/dbs-identity-checking-guidelines,0.99239904,0.9983895,0.9991405,0.9991405,0.9983895,0.996643,0.99239904
114,/government/organisations/insolvency-service,0.9984973,0.99843216,0.9991365,0.9991365,0.9984973,0.99868864,0.99843216
115,/browse/tax,0.9991362,0.9927007,0.993607,0.9991362,0.993607,0.99514794,0.9927007
116,/government/organisations/department-for-education/services-information,0.9984489,0.9990429,0.99913067,0.99913067,0.9990429,0.9988742,0.9984489
117,/government/organisations/department-for-environment-food-rural-affairs/services-information,0.99421567,0.9991176,0.99852896,0.9991176,0.99852896,0.99728745,0.99421567
118,/browse/business,0.9987902,0.999084,0.998905,0.999084,0.998905,0.9989264,0.9987902
119,/settle-in-the-uk,0.9990834,0.99689364,0.9978587,0.9990834,0.9978587,0.99794525,0.99689364
120,/lost-national-insurance-number,0.9979693,0.9990831,0.9986538,0.9990831,0.9986538,0.9985688,0.9979693
121,/sign-in-universal-credit,0.99867624,0.9990568,0.99860436,0.9990568,0.99867624,0.9987791,0.99860436
122,/browse/disabilities,0.99903685,0.99719244,0.99822694,0.99903685,0.99822694,0.9981521,0.99719244
123,/government/publications/right-to-work-checklist,0.9923361,0.9990148,0.9970294,0.9990148,0.9970294,0.99612683,0.9923361
124,/browse/abroad,0.9988318,0.99901325,0.99865466,0.99901325,0.9988318,0.99883324,0.99865466
125,/state-pension-if-you-retire-abroad,0.9989971,0.99836814,0.9988245,0.9989971,0.9988245,0.9987299,0.99836814
126,/settled-status-eu-citizens-families/after-youve-applied,0.9977684,0.99790126,0.9989962,0.9989962,0.99790126,0.99822193,0.9977684
127,/browse/working/time-off,0.9981218,0.9989886,0.9982229,0.9989886,0.9982229,0.9984444,0.9981218
128,/browse/visas-immigration/work-visas,0.9988354,0.9984681,0.9989857,0.9989857,0.9988354,0.9987631,0.9984681
129,/employment-status/employee,0.9989812,0.99633455,0.99587035,0.9989812,0.99633455,0.997062,0.99587035
130,/graduate-visa,0.99152845,0.9989552,0.9974052,0.9989552,0.9974052,0.9959629,0.99152845
131,/become-apprentice,0.9989549,0.9962075,0.9968061,0.9989549,0.9968061,0.9973228,0.9962075
132,/browse/working/state-pension,0.9989447,0.99884677,0.99849486,0.9989447,0.99884677,0.99876213,0.99849486
133,/check-uk-visa,0.99892974,0.9989347,0.9986755,0.9989347,0.99892974,0.9988467,0.9986755
134,/government/publications/statutory-sick-pay-employees-statement-of-sickness-sc2,0.9934377,0.9989115,0.9973301,0.9989115,0.9973301,0.9965598,0.9934377
135,/government/collections/sponsorship-information-for-employers-and-educators,0.99890774,0.99795365,0.9986426,0.99890774,0.9986426,0.99850136,0.99795365
136,/find-internship,0.99886733,0.9922456,0.99366015,0.99886733,0.99366015,0.99492437,0.9922456
137,/government/organisations/disclosure-and-barring-service/about,0.99885845,0.9968468,0.9960143,0.99885845,0.9968468,0.9972398,0.9960143
138,/browse/working/armed-forces,0.99884456,0.99686354,0.9979658,0.99884456,0.9979658,0.99789125,0.99686354
139,/browse/housing-local-services,0.9988292,0.99825567,0.9987604,0.9988292,0.9987604,0.9986151,0.99825567
140,/browse/justice,0.99552935,0.9987884,0.9970884,0.9987884,0.9970884,0.9971354,0.99552935
141,/government/organisations/hm-revenue-customs,0.99877906,0.99627817,0.99494255,0.99877906,0.99627817,0.9966666,0.99494255
142,/become-apprentice/apply-for-an-apprenticeship,0.99417084,0.99867976,0.9977899,0.99867976,0.9977899,0.9968801,0.99417084
143,/government/publications/register-of-licensed-sponsors-workers,0.9986738,0.9986221,0.9984592,0.9986738,0.9986221,0.99858505,0.9984592
144,/copy-of-police-records,0.9916008,0.9986429,0.99677294,0.9986429,0.99677294,0.9956722,0.9916008
145,/employment-support-allowance,0.99100524,0.9986406,0.9966012,0.9986406,0.9966012,0.9954157,0.99100524
146,/renew-adult-passport,0.9986351,0.9982194,0.99756306,0.9986351,0.9982194,0.9981392,0.99756306
147,/international-pension-centre,0.99048585,0.9986171,0.99706167,0.9986171,0.99706167,0.9953882,0.99048585
148,/order-copy-birth-death-marriage-certificate,0.9986079,0.99189377,0.99196786,0.9986079,0.99196786,0.99415654,0.99189377
149,/log-in-file-self-assessment-tax-return,0.99422354,0.9985735,0.99736375,0.9985735,0.99736375,0.99672025,0.99422354
150,/browse/driving/driving-licences,0.9985578,0.9976303,0.9975611,0.9985578,0.9976303,0.9979164,0.9975611
151,/check-mot-history,0.99854904,0.9975714,0.9962807,0.99854904,0.9975714,0.99746704,0.9962807
152,/paye-forms-p45-p60-p11d,0.9985429,0.99486935,0.9959305,0.9985429,0.9959305,0.99644756,0.99486935
153,/moving-from-benefits-to-work,0.9979324,0.9984878,0.9973785,0.9984878,0.9979324,0.9979329,0.9973785
154,/income-tax,0.9970801,0.99814385,0.99847305,0.99847305,0.99814385,0.99789906,0.9970801
155,/tax-on-pension,0.9952384,0.9984726,0.9971588,0.9984726,0.9971588,0.9969566,0.9952384
156,/book-theory-test,0.9926918,0.9984425,0.9962636,0.9984425,0.9962636,0.9957993,0.9926918
157,/dbs-check-applicant-criminal-record/get-a-standard-or-enhanced-dbs-check-for-an-employee,0.9983643,0.9963327,0.9979053,0.9983643,0.9979053,0.9975341,0.9963327
158,/guidance/apprenticeship-funding-rules,0.9977439,0.99743104,0.99827296,0.99827296,0.9977439,0.9978159,0.99743104
159,/financial-help-disabled,0.9892628,0.9981881,0.99648845,0.9981881,0.99648845,0.9946464,0.9892628
160,/employment-rights-for-interns,0.99107784,0.9981617,0.99559313,0.9981617,0.99559313,0.99494416,0.99107784
161,/search/services,0.99736476,0.99815774,0.99652445,0.99815774,0.99736476,0.99734896,0.99652445
162,/guidance/free-courses-for-jobs,0.9981466,0.99115235,0.9929624,0.9981466,0.9929624,0.99408716,0.99115235
163,/welfare/entitlement,0.9947396,0.99812174,0.9962198,0.99812174,0.9962198,0.99636036,0.9947396
164,/voluntary-national-insurance-contributions,0.99811184,0.99626756,0.9974671,0.99811184,0.9974671,0.9972822,0.99626756
165,/government/publications/skilled-worker-visa-eligible-occupations,0.9901191,0.9981063,0.9980893,0.9981063,0.9980893,0.9954383,0.9901191
166,/uk-visa-sponsorship-employers,0.98990154,0.9980871,0.99718165,0.9980871,0.99718165,0.9950568,0.98990154
167,/browse/education/student-finance,0.9910469,0.99799395,0.99644977,0.99799395,0.99644977,0.9951635,0.9910469
168,/work-reference,0.9979915,0.9929531,0.99513924,0.9979915,0.99513924,0.9953613,0.9929531
169,/browse/benefits/disability,0.98908067,0.9979122,0.99561346,0.9979122,0.99561346,0.99420214,0.98908067
170,/new-state-pension/how-to-claim,0.98931164,0.9977767,0.9979042,0.9979042,0.9977767,0.9949975,0.98931164
171,/employment-support-allowance/how-to-claim,0.98805165,0.99775845,0.99626875,0.99775845,0.99626875,0.99402624,0.98805165
172,/housing-association-homes/standard-of-your-home,0.9901372,0.99710935,0.99775344,0.99775344,0.99710935,0.99499995,0.9901372
173,/skilled-worker-visa/how-much-it-costs,0.9923797,0.99621165,0.9977476,0.9977476,0.99621165,0.9954464,0.9923797
174,/government/organisations/education-and-skills-funding-agency,0.9977254,0.9931011,0.99586225,0.9977254,0.99586225,0.995563,0.9931011
175,/guidance/red-amber-and-green-list-rules-for-entering-england,0.9976505,0.99168,0.9943205,0.9976505,0.9943205,0.9945504,0.99168
176,/national-minimum-wage/who-gets-the-minimum-wage,0.98757946,0.99757457,0.9958885,0.99757457,0.9958885,0.9936808,0.98757946
177,/student-finance-calculator,0.9961841,0.9975488,0.99644697,0.9975488,0.99644697,0.9967267,0.9961841
178,/find-local-council,0.9975187,0.9904605,0.99297786,0.9975187,0.99297786,0.99365234,0.9904605
179,/advanced-learner-loan,0.98906976,0.9975143,0.9962059,0.9975143,0.9962059,0.99426335,0.98906976
180,/browse/employing-people/recruiting-hiring,0.98843324,0.99751,0.9955865,0.99751,0.9955865,0.99384326,0.98843324
181,/pay-voluntary-class-3-national-insurance,0.9975037,0.99371207,0.9960711,0.9975037,0.9960711,0.9957623,0.99371207
182,/personal-tax-account/sign-in/prove-identity,0.9883252,0.9974554,0.9950145,0.9974554,0.9950145,0.9935984,0.9883252
183,/browse/benefits/families,0.98873395,0.9974522,0.99520606,0.9974522,0.99520606,0.99379736,0.98873395
184,/guidance/travel-abroad-from-england-during-coronavirus-covid-19,0.9974519,0.9896883,0.99220765,0.9974519,0.99220765,0.9931159,0.9896883
185,/government/publications/dbs-application-forms-guide-for-applicants,0.9880122,0.9974191,0.99591964,0.9974191,0.99591964,0.99378365,0.9880122
186,/contact-jobcentre-plus/existing-benefit-claims,0.9876504,0.9973455,0.9951032,0.9973455,0.9951032,0.9933663,0.9876504
187,/state-pension/eligibility,0.98966813,0.9973002,0.99527824,0.9973002,0.99527824,0.99408215,0.98966813
188,/check-state-pension/sign-in/create-account,0.99571514,0.9950003,0.9972572,0.9972572,0.99571514,0.99599093,0.9950003
189,/additional-state-pension,0.9876488,0.997231,0.99607074,0.997231,0.99607074,0.99365014,0.9876488
190,/taking-sick-leave,0.98754746,0.9972189,0.9950555,0.9972189,0.9950555,0.993274,0.98754746
191,/employ-someone,0.9922797,0.9970894,0.9971907,0.9971907,0.9970894,0.99551994,0.9922797
192,/government/organisations/disclosure-and-barring-service,0.99714035,0.9930903,0.9908512,0.99714035,0.9930903,0.9936939,0.9908512
193,/biometric-residence-permits,0.987817,0.9962198,0.9970959,0.9970959,0.9962198,0.99371094,0.987817
194,/get-state-pension,0.9877862,0.99708986,0.99664783,0.99708986,0.99664783,0.99384135,0.9877862
195,/government/organisations/hm-revenue-customs/contact/income-tax-enquiries-for-individuals-pensioners-and-employees,0.98729515,0.9970271,0.99474925,0.9970271,0.99474925,0.9930239,0.98729515
196,/employers-checks-job-applicants,0.99701977,0.988303,0.9897233,0.99701977,0.9897233,0.99168205,0.988303
197,/guidance/apply-for-communication-support-at-a-job-interview-if-you-have-a-disability-or-health-condition-access-to-work,0.9885922,0.9970062,0.9939678,0.9970062,0.9939678,0.9931887,0.9885922
198,/government/publications/register-of-licensed-sponsors-students,0.9969637,0.987672,0.98852015,0.9969637,0.98852015,0.9910519,0.987672
199,/guidance/manage-apprenticeship-funds,0.99687225,0.99621195,0.99394685,0.99687225,0.99621195,0.995677,0.99394685
200,/browse/births-deaths-marriages/register-offices,0.9868232,0.99686354,0.9951916,0.99686354,0.9951916,0.99295944,0.9868232
201,/care-to-learn,0.9968125,0.993047,0.9957089,0.9968125,0.9957089,0.9951895,0.993047
202,/employment-support-allowance/eligibility,0.98562354,0.9967201,0.99525464,0.9967201,0.99525464,0.99253273,0.98562354
203,/after-a-death,0.9875222,0.9967004,0.99582744,0.9967004,0.99582744,0.99335,0.9875222
204,/government/publications/suitability-previous-breach-of-uk-immigration-laws-immigration-staff-guidance,0.9966756,0.99012405,0.9905677,0.9966756,0.9905677,0.9924558,0.99012405
205,/government/publications/criminal-records-checks-for-overseas-applicants,0.98634094,0.9966437,0.99459565,0.9966437,0.99459565,0.99252677,0.98634094
206,/dbs-check-applicant-criminal-record,0.9966106,0.9862262,0.9869533,0.9966106,0.9869533,0.98993,0.9862262
207,/search,0.98844075,0.9964572,0.9937989,0.9964572,0.9937989,0.99289894,0.98844075
208,/search/research-and-statistics,0.99406105,0.9950045,0.99644345,0.99644345,0.9950045,0.99516964,0.99406105
209,/government/collections/desg-graduate-scheme,0.99633163,0.99232924,0.9917328,0.99633163,0.99232924,0.9934645,0.9917328
210,/guidance/redundancy-help-finding-work-and-claiming-benefits,0.98580575,0.9962536,0.99361277,0.9962536,0.99361277,0.9918907,0.98580575
211,/test-and-trace-support-payment,0.9852643,0.99618304,0.99343467,0.99618304,0.99343467,0.9916274,0.9852643
212,/access-to-work/eligibility,0.9850288,0.996173,0.99380654,0.996173,0.99380654,0.9916695,0.9850288
213,/government/publications/the-official-hmrc-app,0.98627156,0.9944195,0.9961712,0.9961712,0.9944195,0.9922874,0.98627156
214,/claim-benefits-abroad,0.99109185,0.99605864,0.9923437,0.99605864,0.9923437,0.9931647,0.99109185
215,/topic/personal-tax/national-insurance,0.9901069,0.99602133,0.99276423,0.99602133,0.99276423,0.9929641,0.9901069
216,/government/collections/apprenticeship-vacancies,0.98525774,0.9959465,0.994337,0.9959465,0.994337,0.9918471,0.98525774
217,/government/organisations/department-for-work-pensions/about/recruitment,0.9958829,0.99077433,0.99383783,0.9958829,0.99383783,0.9934983,0.99077433
218,/maternity-pay-leave/pay,0.9958411,0.990832,0.99353117,0.9958411,0.99353117,0.99340147,0.990832
219,/claim-tax-refund,0.98456055,0.9958322,0.99391896,0.9958322,0.99391896,0.9914372,0.98456055
220,/national-insurance-credits/eligibility,0.99577546,0.9859185,0.9879195,0.99577546,0.9879195,0.9898712,0.9859185
221,/universal-credit/contact-universal-credit,0.98406446,0.99565774,0.9936496,0.99565774,0.9936496,0.991124,0.98406446
222,/become-apprentice/pay-and-conditions,0.9883952,0.99558955,0.9925679,0.99558955,0.9925679,0.99218416,0.9883952
223,/browse/disabilities/benefits,0.98401177,0.995563,0.9931015,0.995563,0.9931015,0.9908921,0.98401177
224,/student-visa,0.9849152,0.99398506,0.99551547,0.99551547,0.99398506,0.99147195,0.9849152
225,/browse/births-deaths-marriages/child-adoption,0.99171877,0.99289083,0.99545616,0.99545616,0.99289083,0.9933553,0.99171877
226,/expenses-and-benefits-a-to-z,0.9922551,0.99321795,0.9953887,0.9953887,0.99321795,0.9936206,0.9922551
227,/browse/employing-people/time-off,0.98385686,0.9952956,0.99323505,0.9952956,0.99323505,0.99079585,0.98385686
228,/foreign-travel-advice/france,0.9884533,0.99474335,0.9951829,0.9951829,0.99474335,0.99279326,0.9884533
229,/government/publications/restart-provider-guidance,0.9951743,0.98860943,0.99161696,0.9951743,0.99161696,0.99180025,0.98860943
230,/foreign-travel-advice,0.99514353,0.98724836,0.9896428,0.99514353,0.9896428,0.99067825,0.98724836
231,/browse/benefits/looking-for-work,0.9828341,0.9950842,0.99281144,0.9950842,0.99281144,0.99024326,0.9828341
232,/government/organisations/valuation-office-agency,0.9858205,0.992989,0.99502057,0.99502057,0.992989,0.9912767,0.9858205
233,/government/publications/higher-and-degree-apprenticeships,0.99501896,0.98599386,0.98895985,0.99501896,0.98895985,0.9899909,0.98599386
234,/driving-licence-categories,0.9908875,0.99500096,0.9945542,0.99500096,0.9945542,0.9934809,0.9908875
235,/browse/childcare-parenting/pregnancy-birth,0.9897983,0.9944418,0.9940539,0.9944418,0.9940539,0.99276465,0.9897983
236,/government/publications/personal-information-use-in-borders-immigration-and-citizenship,0.9822599,0.9943912,0.9921835,0.9943912,0.9921835,0.98961157,0.9822599
237,/hmrc-internal-manuals/business-income-manual/bim54025,0.9925618,0.9938784,0.99415576,0.99415576,0.9938784,0.993532,0.9925618
