,page_path,label
37,/government/organisations/department-for-work-pensions/about/statistics,0.0
38,/tax-overpayments-and-underpayments/if-you-owe-tax,0.0
39,/guidance/hatfield-prison,0.0
40,/government/publications/d4-medical-examiner-report-for-a-lorry-or-bus-driving-licence,1.0
41,/government/organisations/uk-asset-resolution-limited,0.0
42,/help/get-emails-about-updates-to-govuk,0.0
43,/benefits-calculators,1.0
44,/free-discount-tv-licence,0.0
45,/government/publications/penalties-for-not-telling-hmrc-about-coronavirus-covid-19-support-scheme-overpayments-ccfs11a,0.0
46,/government/collections/hm-revenue-and-customs-pension-schemes-newsletters,0.0
47,/what-you-must-do-as-a-cis-contractor,0.0
48,/guidance/apply-to-join-the-delivery-partner-dynamic-purchasing-system,0.0
49,/government/publications/funeral-payment-claim-form,0.0
50,/government/publications/preventing-illegal-working-guidance-for-employers-october-2013,1.0
51,/driving-licence-fees,0.0
52,/book-internet-access-at-library,0.0
53,/housing-benefit/what-youll-get,0.0
54,/government/publications/nhs-population-screening-a-health-equity-audit-guide/health-equity-audit-guide-for-screening-providers-and-commissioners,0.0
55,/government/organisations/department-for-transport,0.0
56,/working-with-trade-unions,0.0
57,/guidance/british-forces-post-office-services,0.0
58,/guidance/pension-schemes-and-unauthorised-payments,0.0
59,/government/publications/skilled-worker-visa-shortage-occupations/skilled-worker-visa-shortage-occupations,0.0
60,/report-problem-criminal-record-certificate/appeal-against-an-existing-barring-decision,0.0
61,/health-and-safety-executive,0.0
62,/stamp-duty-land-tax/nonresidential-and-mixed-rates,0.0
63,/topic/transport/traffic-road-management,0.0
64,/government/collections/coronavirus-covid-19-immigration-and-borders,0.0
65,/test-and-trace-support-payment,0.0
66,/government/publications/introducing-govuk-verify,0.0
67,/government/publications/correcting-an-incorrect-endorsement-ecb19,0.0
68,/car-trailer-driving-test,1.0
69,/government/publications/uk-visa-requirements-list-for-carriers,0.0
70,/guidance/academic-technology-approval-scheme,0.0
71,/government/publications/the-universal-credit-coronavirus-restoration-of-the-minimum-income-floor-regulations-2021/minister-for-employment-response-to-ssac-the-universal-credit-coronavirus-restoration-of-the-minimum-income-floor-regulations-2021,1.0
72,/government/consultations/initial-teacher-training-itt-market-review,0.0
73,/employers-responsibilities-equality-monitoring,0.0
74,/guidance/calculating-the-minimum-wage/calculating-the-minimum-wage,1.0
75,/government/publications/face-coverings-when-to-wear-one-and-how-to-make-your-own/face-coverings-when-to-wear-one-and-how-to-make-your-own,0.0
76,/guidance/nhs-screening-programmes-information-for-gps-and-practice-staff,0.0
77,/foreign-travel-advice/south-korea,0.0
78,/government/publications/the-medicines-and-healthcare-products-regulatory-agency-delivery-plan-2021-2023/medicines-and-healthcare-products-regulatory-agency-delivery-plan-2021-2023,0.0
79,/apply-for-student-finance/household-income,0.0
80,/find-weighbridge,0.0
81,/guidance/pay-less-import-duty-and-vat-when-re-importing-goods-to-the-uk-and-eu,0.0
82,/foreign-travel-advice/greece/coronavirus,0.0
83,/government/publications/find-a-job-and-other-websites-what-you-need-to-know-about-cookies,1.0
84,/hmrc-internal-manuals/pensions-tax-manual,0.0
85,/guidance/enter-the-uk-as-an-s2-healthcare-visitor,0.0
86,/change-address-v5c,0.0
87,/guidance/pay-no-import-duty-and-vat-on-importing-commercial-samples,1.0
88,/government/publications/proof-of-identity-checklist/proof-of-identity-checklist,0.0
89,/uk-residence-card,0.0
90,/guidance/check-employment-status-for-tax,1.0
91,/guidance/universal-credit-and-students,1.0
92,/guidance/schools-admissions-applications-from-overseas-children,0.0
93,/liquidate-your-company/what-the-liquidator-does,1.0
94,/new-state-pension,0.0
95,/new-employee/employee-information,1.0
96,/government/publications/return-and-rejection-of-applications-for-registration/return-and-rejection-of-applications-for-registration-practice-guide-49,0.0
97,/guidance/obtain-information-about-yourself-held-by-mod,0.0
98,/government/publications/visa-regulations-revised-table/home-office-immigration-and-nationality-fees-1-july-2021,0.0
99,/postgraduate-scholarships-international-students,0.0
100,/guidance/visiting-the-uk-as-an-eu-eea-or-swiss-citizen,0.0
101,/guidance/apply-for-the-green-homes-grant-scheme,0.0
102,/national-insurance/national-insurance-classes,1.0
103,/if-you-dont-pay-your-tax-bill,0.0
104,/tax-free-childcare,0.0
105,/government/organisations/immigration-enforcement,0.0
106,/hmrc-internal-manuals/capital-gains-manual/cg10200c,0.0
107,/business-support-helpline,1.0
108,/government/publications/budget-representations-guidance,0.0
109,/get-information-about-property-and-land/search-the-register,0.0
110,/government/publications/suspension-and-termination-of-benefits-staff-guide,0.0
111,/derivative-right-residence,0.0
112,/government/publications/guidance-on-claiming-a-state-pension-if-you-retire-abroad,0.0
113,/access-to-work/apply,1.0
114,/government/collections/covid-19-vaccination-programme,0.0
115,/apply-for-business-rate-relief/exempted-buildings-and-empty-buildings-relief,1.0
116,/find-mot-course,0.0
117,/disciplinary-procedures-and-action-at-work,0.0
118,/government/publications/migration-and-mobility-partnership/mou-on-migration-and-mobility-partnership-between-india-and-the-united-kingdom,0.0
119,/foreign-travel-advice/france,0.0
120,/health-and-social-care/health-protection-infectious-diseases,0.0
121,/guidance/security-vetting-and-clearance,1.0
122,/government/publications/train-to-teach-in-england-non-uk-applicants/train-to-teach-in-england-non-uk-applicants,1.0
123,/guidance/reliefs-from-vat-for-disabled-and-older-people-notice-7017,1.0
124,/rent-room-in-your-home/your-lodgers-tenancy-type,1.0
125,/appeal-benefit-decision/submit-appeal,1.0
126,/guidance/order-certified-copies-and-certificates-from-companies-house,0.0
127,/government/publications/llwr-vacancies,1.0
128,/checks-when-buying-a-used-car,0.0
129,/government/organisations/the-pensions-advisory-service,0.0
130,/government/publications/inheritance-tax-confirmation-c1,0.0
131,/get-undergraduate-student-loan,0.0
132,/government/publications/cwg5-class-1a-national-insurance-contributions-on-benefits-in-kind/2020-class-1a-national-insurance-contributions-on-benefits-in-kind--4,1.0
133,/masters-loan/what-youll-get,0.0
134,/plug-in-car-van-grants,0.0
135,/passport-services-disabled,0.0
136,/government/publications/hmpo-privacy-information-notice,0.0
137,/government/collections/check-it-out-oisc-on-social-media,0.0
138,/government/collections/national-insurance-forms,0.0
139,/industrial-injuries-disablement-benefit,0.0
140,/browse/benefits,1.0
141,/seasonal-worker-visa/apply,1.0
142,/government/collections/financial-support-for-businesses-during-coronavirus-covid-19,1.0
143,/uk-family-visa,0.0
144,/global-health-insurance-card,0.0
145,/world/malaysia,0.0
146,/log-in-file-self-assessment-tax-return/sign-in/prove-identity,0.0
147,/government/publications/maritime-combat-system-capability-manager-des-apprenticeship-case-study,0.0
148,/renew-driving-licence,0.0
149,/guidance/living-in-cyprus,0.0
150,/mandatory-reconsideration,0.0
151,/government/collections/mod-information-apprenticeships,1.0
152,/government/publications/form-n119-particulars-of-claim-for-possession,0.0
153,/get-help-savings-low-income/eligibility,1.0
154,/faster-decision-visa-settlement,0.0
155,/government/publications/national-minimum-wage-code-of-best-practice-on-service-charges-tips-gratuities-and-cover-charges,1.0
156,/employ-someone,1.0
157,/government/organisations/skills-funding-agency,1.0
158,/guidance/sign-in-to-your-childcare-provider-account-for-tax-free-childcare,1.0
159,/guidance/living-in-france,0.0
160,/government-authorised-exchange/switch-to-this-visa,0.0
161,/browse/benefits/help-for-carers,0.0
162,/government/publications/dbs-update-service-applicant-guide/dbs-update-service-applicant-guide,0.0
163,/using-somebody-elses-intellectual-property,0.0
164,/affordable-home-ownership-schemes,0.0
165,/government/publications/the-fit-note-a-guide-for-patients-and-employees,0.0
166,/government/collections/probate-forms,0.0
167,/government/publications/sfa-register-read-me-first-instruction-document,0.0
168,/government/organisations/hm-revenue-customs/contact/statutory-payment-dispute-team,0.0
169,/foreign-travel-advice/morocco/entry-requirements,0.0
170,/government/publications/employers-quick-start-guide-to-positive-action-in-recruitment-and-promotion,0.0
171,/set-up-free-school,0.0
172,/keeping-your-pay-tax-records/how-long-to-keep-your-records,0.0
173,/government/publications/workers-and-temporary-workers-guidance-for-sponsors-part-1-apply-for-a-licence,1.0
174,/browse,0.0
175,/government/publications/2021-to-2022-student-finance-application-forms-and-notes-for-postgraduate-masters-students,0.0
176,/using-a-recruitment-agency-to-find-staff,1.0
177,/county-court-judgments-ccj-for-debt/pay-the-judgment-if-you-do-owe-the-money,0.0
178,/government/publications/dbs-application-forms-countersignatories-guide/dbs-application-form-guide-for-countersignatories,0.0
179,/employers-paternity-pay-leave/help-with-statutory-pay,0.0
180,/hmrc-internal-manuals/apprenticeship-levy/alm09300,1.0
181,/government/publications/protecting-children-from-radicalisation-the-prevent-duty,0.0
182,/government/publications/employers-could-you-offer-work-experience/work-experience-employer-guide,1.0
183,/apply-medal-or-veterans-badge,0.0
184,/moving-from-benefits-to-work/work-experience-and-volunteering,1.0
185,/personal-pensions-your-rights/complaints,0.0
186,/income-support/if-you-already-get-income-support,1.0
187,/strike-off-your-company-from-companies-register/apply-to-strike-off,1.0
188,/government/publications/an-introduction-to-the-hong-kong-british-national-overseas-visa,0.0
189,/browse/environment-countryside/treasure-wrecks,0.0
190,/government/publications/scotland-firing-times,0.0
191,/personal-data-my-employer-can-keep-about-me,0.0
192,/motorcycle-cbt/car-driving-licence,0.0
193,/government/publications/access-our-services-using-government-gateway/use-a-government-gateway-account,0.0
194,/foreign-travel-advice/afghanistan,0.0
195,/government/publications/british-citizenship-successful-applicants/citizenship-ceremonies-guidance-notes-english-and-welsh,0.0
196,/government/publications/noms-careers,0.0
197,/government/publications/universal-credit-and-self-employment-quick-guide/universal-credit-and-self-employment-quick-guide,1.0
198,/compensation-victim-crime-abroad,0.0
199,/world/living-in-british-virgin-islands,0.0
