page path,document type,document supertype,number of sessions that visit this page,number of sessions where this page is an entrance hit,number of sessions where this page is an exit hit,number of sessions where this page is both an entrance and exit hit,tfdf_max,label
/search/all,finder,other,18787,1081,572,23,263,0
/,homepage,other,39089,1899,25618,1580,263,0
/find-a-job,transaction,services,71667,18532,4157,44191,213,1
/browse/working,mainstream_browse_page,other,15967,312,951,84,164,1
/universal-credit,guide,services,4140,217,1076,24,149,0
/contact-jobcentre-plus,guide,services,19282,2123,7788,5298,145,1
/prove-right-to-work,transaction,services,68277,13171,8498,38338,141,1
/apply-apprenticeship,answer,services,52112,11290,2323,36719,140,1
/jobseekers-allowance,guide,services,16855,1102,7080,3136,134,1
/browse/benefits,mainstream_browse_page,other,4393,177,562,34,120,0
/request-copy-criminal-record,transaction,services,29136,6285,2940,16671,119,1
/brexit,taxon,other,999,60,20,1,106,0
/government/collections/financial-support-for-businesses-during-coronavirus-covid-19,document_collection,other,27,4,6,0,103,1
/coronavirus,coronavirus_landing_page,other,1229,146,124,14,94,0
/government/organisations/department-for-work-pensions,organisation,other,4580,129,2677,261,90,0
/view-prove-immigration-status,transaction,services,13167,1859,5891,1326,81,0
/browse/tax,mainstream_browse_page,other,1362,35,25,0,81,0
/browse/working/state-pension,mainstream_browse_page,other,18091,879,3285,852,79,0
/sign-in-universal-credit,transaction,services,7527,3403,2042,349,77,0
/log-in-register-hmrc-online-services,guide,services,1765,652,447,32,76,0
/search/services,finder,other,302,20,3,0,73,0
/browse/visas-immigration,mainstream_browse_page,other,1907,74,191,7,70,0
/apply-national-insurance-number,answer,services,3094,399,1346,416,66,1
/browse/employing-people,mainstream_browse_page,other,1155,44,22,2,65,1
/browse/disabilities,mainstream_browse_page,other,739,22,25,3,64,0
/benefits-calculators,answer,services,3446,1174,297,50,63,0
/browse/working/finding-job,mainstream_browse_page,other,6709,410,753,304,59,1
/access-to-work,guide,services,4966,443,1603,1559,58,1
/government/organisations,finder,other,669,40,16,1,57,0
/criminal-record-checks-apply-role,guide,services,5176,715,810,930,57,1
/government/organisations/hm-revenue-customs,organisation,other,820,50,401,10,56,0
/check-state-pension/sign-in/prove-identity,service_sign_in,other,8214,4915,16,12,54,0
/topic/further-education-skills/apprenticeships,topic,other,7488,415,3189,1185,54,1
/browse/education,mainstream_browse_page,other,1310,38,25,0,53,0
/browse/citizenship,mainstream_browse_page,other,854,22,17,0,53,0
/browse/business,mainstream_browse_page,other,503,21,10,1,53,0
/check-job-applicant-right-to-work,answer,services,4434,614,747,21,52,1
/become-apprentice,guide,services,5377,585,1403,1107,51,1
/government/organisations/disclosure-and-barring-service,organisation,other,6075,249,3500,353,47,0
/national-minimum-wage-rates,answer,services,1569,416,507,179,46,0
/pension-credit,guide,services,1309,79,138,20,46,0
/statutory-sick-pay,guide,services,964,91,172,24,46,0
/browse/working/tax-minimum-wage,mainstream_browse_page,other,1821,169,136,115,45,0
/state-pension-age,smart_answer,services,4405,666,381,36,45,0
/contact-pension-service,answer,services,3599,1324,299,115,45,0
/jobseekers-allowance/apply-new-style-jsa,guide,services,6578,4122,109,50,45,1
/browse/driving,mainstream_browse_page,other,557,14,81,4,45,0
/check-uk-visa,smart_answer,services,768,54,44,3,45,0
/jobseekers-allowance/eligibility,guide,services,8482,1416,313,65,45,1
/browse/working/workplace-personal-pensions,mainstream_browse_page,other,1793,138,45,39,44,0
/browse/visas-immigration/work-visas,mainstream_browse_page,other,973,47,93,3,44,1
/browse/working/time-off,mainstream_browse_page,other,2468,248,131,135,43,0
/employment-support-allowance,guide,services,1663,96,194,12,42,1
/call-charges,answer,services,569,106,58,3,41,0
/browse/births-deaths-marriages,mainstream_browse_page,other,503,21,7,1,41,0
/settled-status-eu-citizens-families,guide,services,1148,85,131,5,41,0
/browse/housing-local-services,mainstream_browse_page,other,355,12,5,0,40,0
/pip,guide,services,545,33,80,3,40,0
/check-state-pension,transaction,services,9239,396,722,31,40,0
/browse/education/find-course,mainstream_browse_page,other,1804,123,265,31,39,0
/browse/abroad,mainstream_browse_page,other,472,11,5,1,38,0
/contact-jobcentre-plus/new-benefit-claims,guide,services,2135,358,104,16,37,1
/dbs-update-service,answer,services,3965,616,1780,768,37,0
/browse/childcare-parenting,mainstream_browse_page,other,336,10,3,0,36,0
/view-right-to-work,transaction,services,9732,4766,1099,351,35,1
/universal-credit/eligibility,guide,services,3280,382,284,19,35,1
/new-state-pension/what-youll-get,guide,services,2671,447,250,43,34,0
/contact-ukvi-inside-outside-uk,simple_smart_answer,services,2279,279,1022,180,34,0
/career-skills-and-training,answer,services,1333,340,195,427,34,1
/moving-from-benefits-to-work/starting-your-own-business,guide,services,580,81,117,38,34,1
/contact-jobcentre-plus/existing-benefit-claims,guide,services,2252,787,201,108,34,0
/employment-rights-for-interns,answer,services,771,78,158,408,33,0
/universal-credit/what-youll-get,guide,services,1369,143,89,3,33,0
/dbs-check-applicant-criminal-record,guide,services,2127,323,441,66,33,1
/guidance/red-amber-and-green-list-rules-for-entering-england,detailed_guide,guidance and regulation,700,174,232,9,33,0
/browse/working/contract-working-hours,mainstream_browse_page,other,1113,114,103,80,33,0
/help,special_route,other,234,37,34,3,33,0
/browse/benefits/disability,mainstream_browse_page,other,677,43,30,6,32,0
/employers-checks-job-applicants,answer,services,769,89,86,106,32,1
/government/publications/right-to-work-checklist,guidance,guidance and regulation,938,357,227,14,32,1
/national-insurance-credits,guide,services,609,30,70,6,32,0
/government/organisations/home-office,organisation,other,328,26,150,5,32,0
/check-national-insurance-record,transaction,services,974,353,98,8,32,0
/guidance/claim-a-grant-through-the-self-employment-income-support-scheme,detailed_guide,guidance and regulation,221,75,22,1,31,1
/employment-contracts-and-conditions,guide,services,403,58,10,0,31,0
/access-to-work/apply,guide,services,1447,815,50,18,31,1
/work-reference,answer,services,998,39,71,858,31,1
/universal-credit/contact-universal-credit,guide,services,717,144,206,9,31,0
/guidance/claim-a-grant-through-the-coronavirus-covid-19-self-employment-income-support-scheme,detailed_guide,guidance and regulation,355,29,86,4,31,1
/view-driving-licence,transaction,services,624,194,223,17,31,0
/new-state-pension,guide,services,4117,265,82,6,30,0
/find-out-dbs-check,simple_smart_answer,services,2401,519,73,24,30,1
/government/organisations/uk-visas-and-immigration,organisation,other,498,30,171,3,30,0
/self-assessment-tax-returns,guide,services,183,8,25,1,30,0
/student-finance-register-login,transaction,services,247,64,54,7,30,0
/carers-allowance,guide,services,382,34,71,7,29,0
/legal-right-work-uk,simple_smart_answer,services,2535,569,225,33,29,0
/browse/employing-people/recruiting-hiring,mainstream_browse_page,other,427,24,7,0,29,1
/vehicle-tax,transaction,services,202,55,81,1,29,0
/personal-tax-account/sign-in/prove-identity,service_sign_in,other,968,386,81,5,29,
/guidance/basic-dbs-checks-guidance,detailed_guide,guidance and regulation,820,111,182,19,28,
/search,Extension,other,1,0,0,0,28,
/browse/tax/income-tax,mainstream_browse_page,other,396,8,6,0,28,
/plan-for-retirement,step_by_step_nav,services,573,33,10,0,28,
/volunteering,guide,services,505,161,34,78,28,
/manage-your-tax-credits,transaction,services,166,53,33,0,28,
/government/organisations/hm-revenue-customs/contact,finder,other,206,12,29,1,28,
/lost-national-insurance-number,answer,services,855,87,101,12,28,
/search/guidance-and-regulation,finder,other,82,10,0,0,27,
/universal-credit/how-to-claim,guide,services,1405,618,88,11,27,
/browse/justice,mainstream_browse_page,other,240,10,6,0,27,
/financial-help-disabled,guide,services,404,27,20,4,27,
/employment-status,guide,services,266,17,13,0,27,
/browse/benefits/families,mainstream_browse_page,other,258,11,8,0,26,
/income-tax-rates,guide,services,392,61,52,0,26,
/state-pension,guide,services,2528,190,317,19,26,
/housing-benefit,guide,services,382,28,40,0,26,
/dbs-check-applicant-criminal-record/get-a-standard-or-enhanced-dbs-check-for-an-employee,guide,services,866,200,99,9,26,
/guidance/new-style-jobseekers-allowance,detailed_guide,guidance and regulation,385,112,115,9,26,
/browse/benefits/looking-for-work,mainstream_browse_page,other,2125,85,108,8,26,
/employment-support-allowance/how-to-claim,guide,services,928,136,78,8,26,
/uk-border-control,guide,services,193,9,40,2,25,
/personal-pensions-your-rights,guide,services,404,40,21,3,25,
/personal-tax-account,transaction,services,1224,42,109,0,25,
/tax-on-pension,guide,services,396,27,15,0,25,
/guidance/redundancy-help-finding-work-and-claiming-benefits,detailed_guide,guidance and regulation,566,60,127,10,25,
/contact-hmrc,answer,services,276,18,84,5,25,
/apply-universal-credit,transaction,services,477,148,152,21,25,
/uk-residence-card,guide,services,111,14,29,0,25,
/get-state-pension,transaction,services,2765,932,370,120,25,
/national-insurance,guide,services,824,45,137,3,25,
/working-tax-credit,guide,services,234,14,42,2,24,
/foreign-travel-advice,travel_advice_index,other,154,4,30,2,24,
/settled-status-eu-citizens-families/applying-for-settled-status,guide,services,761,105,289,9,24,
/calculate-your-holiday-entitlement,smart_answer,services,490,173,66,37,24,
/find-local-council,special_route,other,244,71,37,10,24,
/bank-holidays,calendar,guidance and regulation,266,47,55,32,24,
/government/collections/new-enterprise-allowance-campaign,document_collection,other,263,13,145,25,24,
/browse/childcare-parenting/financial-help-children,mainstream_browse_page,other,127,6,10,0,24,
/moving-from-benefits-to-work,guide,services,484,41,102,66,24,
/browse/disabilities/benefits,mainstream_browse_page,other,330,12,11,0,23,
/become-apprentice/pay-and-conditions,guide,services,1167,206,190,35,23,
/jobseekers-allowance/your-jsa-claim,guide,services,1514,347,72,10,23,
/national-minimum-wage,guide,services,323,28,9,1,23,
/moving-from-benefits-to-work/support-when-you-start-working,guide,services,365,42,111,36,23,
/government/publications/personal-information-use-in-borders-immigration-and-citizenship,guidance,guidance and regulation,326,35,155,5,23,
/taking-sick-leave,answer,services,778,167,177,77,23,
/coronavirus/worker-support,coronavirus_landing_page,other,292,32,46,6,23,
/skilled-worker-visa,guide,services,616,45,79,7,23,
/criminal-record-check-documents,guide,services,1162,155,79,681,22,
/employing-an-apprentice,guide,services,440,97,85,13,22,
/state-pension-if-you-retire-abroad,guide,services,693,68,19,3,22,
/settle-in-the-uk,simple_smart_answer,services,163,23,10,0,22,
/health-conditions-disability-universal-credit,answer,services,276,36,8,0,22,
/government/organisations/companies-house,organisation,other,193,9,75,1,22,
/workplace-pensions,guide,services,596,75,29,1,22,
/topic/personal-tax/national-insurance,topic,other,186,4,7,0,22,
/job-offers-your-rights,answer,services,901,45,79,609,22,
/report-covid19-result,transaction,services,348,106,183,6,21,
/browse/benefits/low-income,mainstream_browse_page,other,440,15,20,0,21,
/government/organisations/education-and-skills-funding-agency,organisation,other,287,29,104,19,21,
/estimate-income-tax,transaction,services,156,73,28,3,21,
/browse/benefits/manage-your-benefit,mainstream_browse_page,other,1013,46,24,0,21,
/search/news-and-communications,finder,other,101,7,6,0,21,
/browse/employing-people/contracts,mainstream_browse_page,other,351,21,21,3,21,
/national-insurance-credits/eligibility,guide,services,451,33,79,11,21,
/browse/working/rights-trade-unions,mainstream_browse_page,other,565,82,20,22,21,
/holiday-entitlement-rights,guide,services,531,68,63,15,21,
/browse/disabilities/work,mainstream_browse_page,other,376,15,6,1,21,
/new-state-pension/your-national-insurance-record-and-your-state-pension,guide,services,1143,102,29,1,21,
/government/collections/dbs-checking-service-guidance--2,document_collection,other,369,38,44,6,20,
/health-care-worker-visa,guide,services,150,10,11,1,20,
/british-citizenship,answer,services,229,15,10,0,20,
/government/publications/test-and-trace-support-payment-scheme-claiming-financial-support/claiming-financial-support-under-the-test-and-trace-support-payment-scheme,html_publication,other,72,7,28,2,20,
/browse/working/redundancies-dismissals,mainstream_browse_page,other,830,76,22,23,20,
/check-income-tax-last-year,transaction,services,178,56,21,1,20,
/browse/abroad/passports,mainstream_browse_page,other,201,10,12,1,20,
/pip/how-to-claim,guide,services,271,62,34,2,20,
/pension-types,answer,services,466,106,5,0,20,
/pension-credit/eligibility,guide,services,699,67,54,7,20,
/apply-first-provisional-driving-licence,transaction,services,235,67,54,8,20,
/guidance/track-a-dbs-application,detailed_guide,guidance and regulation,1619,677,312,41,20,
/sure-start-maternity-grant,guide,services,165,8,41,2,20,
/redundancy-your-rights,guide,services,284,20,54,8,20,
/uk-visa-sponsorship-employers,guide,services,198,18,16,1,20,
/access-to-work/eligibility,guide,services,1554,213,33,4,19,
/how-to-have-your-benefits-paid,answer,services,350,56,25,4,19,
/government/organisations/hm-revenue-customs/contact/income-tax-enquiries-for-individuals-pensioners-and-employees,contact,other,215,58,33,2,19,
/biometric-residence-permits,guide,services,576,68,140,3,19,
/criminal-record-checks-apply-role/application-process,guide,services,928,239,30,4,19,
/government/organisations/hm-revenue-customs/contact/tax-credits-enquiries,contact,other,110,25,20,0,19,
/student-finance-calculator,Extension,other,1,0,0,0,19,
/employ-someone,step_by_step_nav,services,110,10,2,0,19,
/pip/what-youll-get,guide,services,290,31,27,2,19,
/guidance/universal-credit-advances,detailed_guide,guidance and regulation,424,99,84,6,19,
/government/organisations/hm-revenue-customs/contact/national-insurance-enquiries-for-employees-and-individuals,contact,other,243,44,31,1,19,
/work-health-programme,answer,services,231,26,41,7,19,
/government/publications/right-to-work-checks-employers-guide,guidance,guidance and regulation,635,155,94,8,19,
/government/publications/national-insurance-get-your-national-insurance-number-in-writing-ca5403,form,services,518,156,54,9,19,
/guidance/check-if-you-could-be-covered-by-the-coronavirus-job-retention-scheme,detailed_guide,guidance and regulation,81,9,4,0,19,
/how-tax-credits-affect-other-benefits,answer,services,150,10,11,0,19,
/provide-journey-contact-details-before-travel-uk,transaction,services,220,63,53,5,19,
/business-finance-support,finder,other,91,16,20,0,19,
/employee-immigration-employment-status,transaction,services,981,331,211,20,19,
/find-traineeship,transaction,services,1785,421,147,496,19,
/become-apprentice/apply-for-an-apprenticeship,guide,services,2110,167,97,8,19,
/employment-support-allowance/what-youll-get,guide,services,557,67,31,2,19,
/guidance/free-courses-for-jobs,detailed_guide,guidance and regulation,357,62,118,6,18,
/order-copy-birth-death-marriage-certificate,transaction,services,108,46,21,0,18,
/check-immigration-status,transaction,services,577,151,164,10,18,
/attendance-allowance,guide,services,312,20,13,2,18,
/dla-disability-living-allowance-benefit,guide,services,249,11,37,1,18,
/national-insurance/how-much-you-pay,guide,services,285,39,43,2,18,
/business-coronavirus-support-finder,smart_answer,services,70,6,10,1,18,
/how-to-claim-new-style-jsa,step_by_step_nav,services,786,34,107,7,18,
/maternity-pay-leave,guide,services,370,22,93,20,18,
/coronavirus/business-support,coronavirus_landing_page,other,90,4,7,0,18,
/book-driving-test,transaction,services,105,34,41,1,18,
/browse/business/setting-up,mainstream_browse_page,other,126,4,2,0,18,
/government/publications/dbs-application-forms-guide-for-applicants,guidance,guidance and regulation,577,51,122,3,18,
/national-insurance-rates-letters,guide,services,125,11,8,1,17,
/tax-overpayments-and-underpayments,guide,services,73,5,11,0,17,
/how-to-claim-new-style-esa,step_by_step_nav,services,142,7,9,0,17,
/claim-tax-refund,simple_smart_answer,services,241,30,33,1,17,
/calculate-your-redundancy-pay,smart_answer,services,302,69,104,25,17,
/government/publications/the-basic-state-pension,form,services,419,89,26,10,17,
/guidance/eu-settlement-scheme-evidence-of-uk-residence,detailed_guide,guidance and regulation,273,23,55,1,17,
/constant-attendance-allowance,guide,services,57,3,1,0,17,
/guidance/apply-for-a-kickstart-scheme-grant,detailed_guide,guidance and regulation,208,49,52,6,17,
/government/publications/introducing-govuk-verify/introducing-govuk-verify,html_publication,other,191,47,65,5,17,
/additional-state-pension,guide,services,916,53,33,3,17,
/register-for-self-assessment/self-employed,guide,services,88,26,18,1,17,
/government/organisations/hm-revenue-customs/contact/child-benefit,contact,other,62,12,8,0,17,
/guidance/new-style-employment-and-support-allowance,detailed_guide,guidance and regulation,133,17,32,2,17,
/tell-hmrc-change-of-details,guide,services,260,19,7,1,17,
/employment-support-allowance/eligibility,guide,services,1011,61,74,9,17,
/government/collections/kickstart-scheme,document_collection,other,379,49,198,9,17,
/skilled-worker-visa/how-much-it-costs,guide,services,125,16,0,0,17,
/apply-to-come-to-the-uk,guide,services,268,16,46,1,17,
/government/publications/benefit-and-pension-rates-2021-to-2022/benefit-and-pension-rates-2021-to-2022,html_publication,other,111,33,37,1,17,
/topic/work-careers/government-graduate-schemes,topic,other,322,33,53,66,17,
/looking-for-work-if-disabled,guide,services,639,85,101,251,17,
/check-state-pension/sign-in/create-account,service_sign_in,other,1582,937,5,2,17,
/search/policy-papers-and-consultations,finder,other,71,6,2,0,16,
/claim-tax-credits,guide,services,116,5,44,1,16,
/guidance/how-to-quarantine-when-you-arrive-in-england,detailed_guide,guidance and regulation,145,26,24,0,16,
/guidance/dbs-check-requests-guidance-for-employers,detailed_guide,guidance and regulation,368,84,70,4,16,
/tax-credits-calculator,transaction,services,129,29,18,0,16,
/government/publications/skilled-worker-visa-shortage-occupations,guidance,guidance and regulation,169,9,34,0,16,
/employment-status/employee,guide,services,215,31,8,1,16,
/update-uk-visas-immigration-account-details,guide,services,412,30,77,3,16,
/browse/tax/national-insurance,mainstream_browse_page,other,345,14,6,0,16,
/guidance/digital-and-online-services,detailed_guide,guidance and regulation,694,184,70,14,16,
/guidance/manage-apprenticeship-funds,detailed_guide,guidance and regulation,447,174,57,13,16,
/budgeting-help-benefits/eligibility,guide,services,341,24,54,2,16,
/prove-right-to-rent,transaction,services,754,181,58,4,16,
/contact-the-dvla,simple_smart_answer,services,170,44,48,5,16,
/government/organisations/department-for-education,organisation,other,107,10,36,2,16,
/topic/business-tax/self-employed,topic,other,92,8,2,0,16,
/tax-codes,guide,services,191,8,23,1,16,
/guidance/get-help-with-benefits-and-pensions-if-you-have-accessibility-needs,detailed_guide,guidance and regulation,97,7,1,0,16,
/student-finance/extra-help,guide,services,64,3,2,1,16,
/benefit-cap,guide,services,140,13,20,0,16,
/search/research-and-statistics,finder,other,54,3,3,0,16,
/paternity-pay-leave,guide,services,187,18,32,4,16,
/cold-weather-payment,guide,services,138,6,6,2,16,
/apply-for-elderly-person-bus-pass,local_transaction,services,420,127,53,29,16,
/grant-bursary-adult-learners,answer,services,223,51,36,3,16,
/check-income-tax-current-year,transaction,services,324,11,16,1,16,
/housing-and-universal-credit,guide,services,174,12,7,0,16,
/1619-bursary-fund,guide,services,213,17,9,0,15,
/child-tax-credit,guide,services,121,5,19,0,15,
/guidance/apprenticeship-funding-rules,detailed_guide,guidance and regulation,128,47,28,6,15,
/redundancy-your-rights/redundancy-pay,guide,services,199,34,56,10,15,
/browse/driving/vehicle-tax-mot-insurance,mainstream_browse_page,other,86,2,8,0,15,
/tell-hmrc-change-address,transaction,services,164,102,11,0,15,
/disabled-students-allowance-dsa,guide,services,68,6,9,0,15,
/browse/employing-people/time-off,mainstream_browse_page,other,152,20,8,2,15,
/government/publications/register-of-licensed-sponsors-workers,guidance,guidance and regulation,193,57,33,4,15,
/pay-and-work-rights,answer,services,121,19,22,3,15,
/training-study-work-your-rights,guide,services,104,16,4,4,15,
/government/publications/the-national-minimum-wage-in-2021,research,research and statistics,140,44,57,1,15,
/access-to-work/what-youll-get,guide,services,1326,301,24,2,15,
/guidance/dbs-online-account-guidance,detailed_guide,guidance and regulation,268,54,37,2,15,
/browse/education/student-finance,mainstream_browse_page,other,97,1,5,0,15,
/mandatory-reconsideration,guide,services,122,15,4,0,15,
/child-benefit,guide,services,238,13,48,3,15,
/early-retirement-pension,guide,services,317,19,16,1,15,
/temporary-worker-charity-worker-visa,guide,services,35,2,1,0,15,
/deferring-state-pension,guide,services,482,32,61,2,15,
/student-finance/who-qualifies,guide,services,74,11,8,1,15,
/guidance/right-to-work-checks-employing-eu-eea-and-swiss-citizens,detailed_guide,guidance and regulation,353,40,131,3,15,
/know-when-you-can-leave-school,answer,services,444,39,192,52,15,
/browse/tax/dealing-with-hmrc,mainstream_browse_page,other,128,3,0,0,15,
/universal-credit/your-responsibilities,guide,services,163,13,2,0,15,
/budgeting-help-benefits,guide,services,247,13,70,6,15,
/renew-driving-licence,transaction,services,112,35,22,2,15,
/self-employed-national-insurance-rates,answer,services,77,7,11,1,15,
/new-state-pension/how-its-calculated,guide,services,758,101,39,3,15,
/browse/visas-immigration/what-you-need-to-do,mainstream_browse_page,other,292,3,2,0,15,
/working-retirement-pension-age,answer,services,149,12,11,0,14,
/government/publications/eu-settlement-scheme-introduction-for-employers/eu-settlement-scheme-introduction-for-employers,html_publication,other,142,16,51,0,14,
/income-tax,guide,services,226,16,14,0,14,
/am-i-getting-minimum-wage,smart_answer,services,370,76,25,8,14,
/government/publications/skilled-worker-visa-shortage-occupations/skilled-worker-visa-shortage-occupations,html_publication,other,203,37,38,2,14,
/future-pension-centre,answer,services,489,120,44,2,14,
/faster-decision-visa-settlement,guide,services,47,4,7,0,14,
/book-theory-test,transaction,services,173,75,40,3,14,
/government/publications/view-and-prove-your-immigration-status-evisa,promotional,guidance and regulation,310,21,58,2,14,
/new-state-pension/how-to-claim,guide,services,999,68,80,4,14,
/universal-credit/how-youre-paid,guide,services,369,32,4,0,14,
/order-coronavirus-rapid-lateral-flow-tests,transaction,services,98,31,42,3,14,
/browse/benefits/unable-to-work,mainstream_browse_page,other,471,15,2,0,14,
/apply-start-up-loan,transaction,services,192,50,8,0,14,
/guidance/coronavirus-covid-19-what-to-do-if-youre-self-employed-and-getting-less-work-or-no-work,detailed_guide,guidance and regulation,57,2,3,1,14,
/apply-renew-passport,transaction,services,139,37,31,0,14,
/contact-jobcentre-plus/change-cancel-appointment,guide,services,680,155,90,9,14,
/solve-workplace-dispute,guide,services,91,18,1,0,14,
/employment-support-allowance/working-while-you-claim,guide,services,307,25,16,0,14,
/payslips,answer,services,130,12,18,1,14,
/government/organisations/hm-revenue-customs/contact/self-assessment,contact,other,51,9,7,1,14,
/universal-credit/other-financial-support,guide,services,536,58,45,8,14,
/apply-online-for-student-finance,transaction,services,58,11,4,0,14,
/staff-redundant,guide,services,44,4,4,0,14,
/renew-adult-passport,guide,services,108,12,19,1,14,
/get-information-about-a-company,transaction,services,214,110,17,2,14,
/government/publications/skilled-worker-visa-eligible-occupations/skilled-worker-visa-eligible-occupations-and-codes,html_publication,other,188,32,50,1,14,
/browse/citizenship/citizenship,mainstream_browse_page,other,287,11,10,0,14,
/student-visa,guide,services,172,13,20,3,14,
/settled-status-eu-citizens-families/what-youll-need-to-apply,guide,services,170,19,12,0,14,
/tell-employer-or-college-about-criminal-record,guide,services,501,43,133,117,14,
/apply-council-tax-reduction,local_transaction,services,131,34,22,0,14,
/guidance/coronavirus-covid-19-advice-for-uk-visa-applicants-and-temporary-uk-residents,detailed_guide,guidance and regulation,53,2,15,0,14,
/eusettledstatus,step_by_step_nav,services,152,6,12,1,14,
/national-insurance/what-national-insurance-is-for,guide,services,159,9,3,0,14,
/guidance/incentive-payments-for-hiring-a-new-apprentice,detailed_guide,guidance and regulation,263,77,36,8,14,
/test-and-trace-support-payment,local_transaction,services,157,42,18,0,14,
/set-up-sole-trader,answer,services,122,10,12,3,14,
/guidance/responsible-organisations,detailed_guide,guidance and regulation,709,297,24,1,14,
/expenses-if-youre-self-employed,guide,services,33,2,2,0,14,
/guidance/new-immigration-system-what-you-need-to-know,detailed_guide,guidance and regulation,82,3,38,5,14,
/browse/driving/number-plate,mainstream_browse_page,other,26,2,0,0,14,
/state-pension/how-to-claim,guide,services,308,23,26,2,14,
/parental-leave,guide,services,104,7,21,0,14,
/government/collections/apprenticeship-vacancies,document_collection,other,480,53,12,3,14,
/find-coronavirus-support,smart_answer,services,136,15,15,0,14,
/guidance/claim-for-wage-costs-through-the-coronavirus-job-retention-scheme,detailed_guide,guidance and regulation,48,3,8,0,14,
/government/publications/dbs-identity-checking-guidelines,guidance,guidance and regulation,218,15,65,4,14,
/settled-status-eu-citizens-families/after-youve-applied,guide,services,453,25,24,1,13,
/income-support/if-you-already-get-income-support,guide,services,71,5,1,1,13,
/national-minimum-wage/who-gets-the-minimum-wage,guide,services,161,27,9,1,13,
/log-in-register-hmrc-online-services/register,guide,services,235,17,56,0,13,
/employment-status/selfemployed-contractor,guide,services,55,9,4,0,13,
/right-of-abode,guide,services,126,12,15,0,13,
/how-to-claim-universal-credit,Extension,other,1,0,0,0,13,
/maternity-pay-leave/eligibility,guide,services,167,14,7,1,13,
/uk-family-visa,guide,services,154,14,11,0,13,
/government/organisations/foreign-commonwealth-development-office,organisation,other,72,2,23,4,13,
/government/publications/covid-19-free-of-charge-dbs-applications-and-fast-track-barred-list-check-service,guidance,guidance and regulation,252,49,92,6,13,
/maximum-weekly-working-hours,guide,services,345,36,73,6,13,
/topic/personal-tax/self-assessment,topic,other,83,3,4,0,13,
/settled-status-eu-citizens-families/eligibility,guide,services,409,45,19,1,13,
/browse/visas-immigration/settle-in-the-uk,mainstream_browse_page,other,260,9,13,1,13,
/government/organisations/hm-revenue-customs/contact/national-insurance-numbers,contact,other,583,113,105,7,13,
/bills-benefits,answer,services,110,2,25,17,13,
/tax-national-insurance-after-state-pension-age,guide,services,168,10,15,3,13,
/state-pension/increase-the-amount-youll-get,guide,services,297,23,11,0,13,
/statutory-sick-pay/what-youll-get,guide,services,420,32,25,5,13,
/winter-fuel-payment,guide,services,444,31,22,1,13,
/browse/visas-immigration/tourist-short-stay-visas,mainstream_browse_page,other,155,5,5,1,13,
/workplace-pensions/what-you-your-employer-and-the-government-pay,guide,services,130,33,10,0,13,
/carers-allowance/eligibility,guide,services,195,25,21,1,13,
/disability-benefits-helpline,answer,services,123,36,11,0,13,
/intensive-personalised-employment-support,guide,services,152,20,33,8,13,
/guidance/indefinite-leave-to-remain-in-the-uk,detailed_guide,guidance and regulation,62,7,16,2,13,
/browse/tax/self-assessment,mainstream_browse_page,other,171,0,2,0,13,
/state-pension/eligibility,guide,services,825,65,56,1,13,
/guidance/apply-for-communication-support-at-a-job-interview-if-you-have-a-disability-or-health-condition-access-to-work,detailed_guide,guidance and regulation,270,43,8,23,13,
/incapacity-benefit,answer,services,100,6,37,3,13,
/guidance/immigration-rules,manual,guidance and regulation,165,17,82,4,13,
/government/publications/find-a-free-level-3-qualification/list-of-colleges-and-training-providers-able-to-offer-free-places-for-level-3-qualifications,html_publication,other,90,24,6,0,13,
/council-tax-bands,transaction,services,77,22,18,0,13,
/browse/births-deaths-marriages/child-adoption,mainstream_browse_page,other,55,3,0,0,12,
/tax-relief-for-employees,guide,services,55,12,5,0,12,
/personal-pensions-your-rights/how-you-can-take-pension,guide,services,137,16,39,10,12,
/guidance/travel-abroad-from-england-during-coronavirus-covid-19,detailed_guide,guidance and regulation,151,18,14,0,12,
/settled-status-eu-citizens-families/what-settled-and-presettled-status-means,guide,services,472,26,186,5,12,
/browse/environment-countryside,mainstream_browse_page,other,81,2,1,0,12,
/handing-in-your-notice,guide,services,73,7,11,2,12,
/government/publications/eu-settlement-scheme-application-processing-times,guidance,guidance and regulation,110,11,27,1,12,
/jobseekers-allowance/report-a-change-of-circumstances,guide,services,679,261,66,14,12,
/employment-status/worker,guide,services,262,48,21,1,12,
/tell-dvla-changed-address,step_by_step_nav,services,54,1,4,0,12,
/register-employer,simple_smart_answer,services,53,9,5,0,12,
/early-retirement-pension/personal-and-workplace-pensions,guide,services,326,32,5,0,12,
/set-up-self-employed,step_by_step_nav,services,78,3,8,0,12,
/government/publications/universal-credit-if-you-have-a-disability-or-health-condition-quick-guide/universal-credit-if-you-have-a-disability-or-health-condition,html_publication,other,46,6,8,3,12,
/employing-an-apprentice/pay-and-conditions-for-apprentices,guide,services,140,19,39,2,12,
/government/organisations/department-for-work-pensions/about/complaints-procedure,complaints_procedure,other,335,122,21,5,12,
/transferring-your-pension,guide,services,121,26,9,11,12,
/log-in-file-self-assessment-tax-return,answer,services,137,8,16,0,12,
/pension-credit/how-to-claim,guide,services,205,63,19,6,12,
